,seq,is_true,is_ignore,crop_path,original_path,x0,x1,y0,y1,col
509,27,False,False,..\cropped_images\bochum_000000_007950_rF_00027.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1843,1893,412,529,r
510,28,False,False,..\cropped_images\bochum_000000_007950_gF_00028.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1214,1260,20,136,g
511,29,False,False,..\cropped_images\bochum_000000_007950_gF_00029.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1290,1336,24,140,g
512,30,False,False,..\cropped_images\bochum_000000_007950_gF_00030.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1382,1428,24,140,g
513,31,False,False,..\cropped_images\bochum_000000_007950_rF_00031.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1841,1883,405,507,r
514,32,False,False,..\cropped_images\bochum_000000_007950_rF_00032.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1143,1226,91,269,r
515,0,False,False,..\cropped_images\bochum_000000_008804_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1460,1480,0,28,r
516,1,False,False,..\cropped_images\bochum_000000_008804_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1688,1708,0,28,r
517,2,False,False,..\cropped_images\bochum_000000_008804_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1660,1680,0,30,r
518,3,False,False,..\cropped_images\bochum_000000_008804_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1840,1860,0,30,r
519,4,False,False,..\cropped_images\bochum_000000_008804_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1886,1906,0,30,r
520,5,False,False,..\cropped_images\bochum_000000_008804_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,998,1018,428,462,r
521,6,False,False,..\cropped_images\bochum_000000_008804_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1070,1090,430,464,r
522,7,False,False,..\cropped_images\bochum_000000_008804_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1254,1274,430,464,r
523,8,False,False,..\cropped_images\bochum_000000_008804_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1178,1198,432,466,r
524,9,False,False,..\cropped_images\bochum_000000_008804_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1832,1859,0,14,g
525,10,True,False,..\cropped_images\bochum_000000_008804_gT_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,896,923,210,266,g
526,11,True,False,..\cropped_images\bochum_000000_008804_gT_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1260,1287,322,378,g
527,12,False,False,..\cropped_images\bochum_000000_008804_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1971,2021,0,105,r
528,13,False,False,..\cropped_images\bochum_000000_008804_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_008804_leftImg8bit.png,1822,1868,0,32,g
529,0,False,False,..\cropped_images\bochum_000000_009554_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1526,1546,0,28,r
530,1,False,False,..\cropped_images\bochum_000000_009554_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1578,1598,0,30,r
531,2,False,False,..\cropped_images\bochum_000000_009554_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1712,1732,0,30,r
532,3,False,False,..\cropped_images\bochum_000000_009554_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1816,1836,0,30,r
533,4,False,False,..\cropped_images\bochum_000000_009554_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1274,1301,0,16,g
534,5,False,False,..\cropped_images\bochum_000000_009554_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1790,1817,0,16,g
535,6,False,False,..\cropped_images\bochum_000000_009554_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1686,1713,0,20,g
536,7,False,False,..\cropped_images\bochum_000000_009554_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,0,21,0,22,g
537,8,True,False,..\cropped_images\bochum_000000_009554_gT_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1614,1641,276,332,g
538,9,False,False,..\cropped_images\bochum_000000_009554_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1471,1521,0,101,r
539,10,False,False,..\cropped_images\bochum_000000_009554_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009554_leftImg8bit.png,1718,1764,0,28,g
540,0,False,False,..\cropped_images\bochum_000000_009951_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,866,886,0,30,r
541,1,False,False,..\cropped_images\bochum_000000_009951_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1628,1648,0,30,r
542,2,False,False,..\cropped_images\bochum_000000_009951_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1924,1944,0,30,r
543,3,True,False,..\cropped_images\bochum_000000_009951_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,675,725,228,345,r
544,4,True,False,..\cropped_images\bochum_000000_009951_rT_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1188,1208,274,308,r
545,5,True,False,..\cropped_images\bochum_000000_009951_rT_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1278,1298,320,354,r
546,6,False,False,..\cropped_images\bochum_000000_009951_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1224,1244,340,374,r
547,7,False,False,..\cropped_images\bochum_000000_009951_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1780,1807,0,14,g
548,8,False,False,..\cropped_images\bochum_000000_009951_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1914,1941,0,14,g
549,9,False,False,..\cropped_images\bochum_000000_009951_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1130,1157,0,16,g
550,10,False,False,..\cropped_images\bochum_000000_009951_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1574,1601,0,16,g
551,11,False,False,..\cropped_images\bochum_000000_009951_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1882,1909,0,16,g
552,12,False,True,..\cropped_images\bochum_000000_009951_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1802,1829,186,242,g
553,13,False,False,..\cropped_images\bochum_000000_009951_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,78,105,278,334,g
554,14,True,False,..\cropped_images\bochum_000000_009951_rT_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,863,913,0,101,r
555,15,True,False,..\cropped_images\bochum_000000_009951_rT_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1795,1845,208,325,r
556,16,False,False,..\cropped_images\bochum_000000_009951_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1223,1273,352,469,r
557,17,False,False,..\cropped_images\bochum_000000_009951_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1834,1880,0,32,g
558,18,False,False,..\cropped_images\bochum_000000_009951_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_009951_leftImg8bit.png,1878,1924,0,32,g
559,0,False,False,..\cropped_images\bochum_000000_010562_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,942,962,0,30,r
560,1,False,False,..\cropped_images\bochum_000000_010562_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1694,1714,0,30,r
561,2,False,False,..\cropped_images\bochum_000000_010562_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,862,882,174,208,r
562,3,False,False,..\cropped_images\bochum_000000_010562_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,986,1006,232,266,r
563,4,False,False,..\cropped_images\bochum_000000_010562_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,934,954,258,292,r
564,5,False,False,..\cropped_images\bochum_000000_010562_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,962,982,272,306,r
565,6,False,False,..\cropped_images\bochum_000000_010562_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,936,956,288,322,r
566,7,False,False,..\cropped_images\bochum_000000_010562_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,890,917,0,16,g
567,8,False,False,..\cropped_images\bochum_000000_010562_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1974,2001,0,16,g
568,9,False,False,..\cropped_images\bochum_000000_010562_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,2028,2048,0,16,g
569,10,False,False,..\cropped_images\bochum_000000_010562_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,994,1021,228,284,g
570,11,False,False,..\cropped_images\bochum_000000_010562_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,998,1025,274,330,g
571,12,False,False,..\cropped_images\bochum_000000_010562_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1018,1045,276,332,g
572,13,False,False,..\cropped_images\bochum_000000_010562_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,983,1033,224,341,r
573,14,False,False,..\cropped_images\bochum_000000_010562_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,927,977,248,365,r
574,15,False,False,..\cropped_images\bochum_000000_010562_gF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,870,916,140,256,g
575,16,False,False,..\cropped_images\bochum_000000_010562_gF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1010,1056,176,292,g
576,17,False,False,..\cropped_images\bochum_000000_010562_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,874,920,188,304,g
577,18,False,False,..\cropped_images\bochum_000000_010562_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1014,1060,220,336,g
578,19,False,False,..\cropped_images\bochum_000000_010562_rF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,849,891,205,307,r
579,20,False,False,..\cropped_images\bochum_000000_010562_rF_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,1001,1043,221,323,r
580,21,False,False,..\cropped_images\bochum_000000_010562_rF_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_010562_leftImg8bit.png,839,922,267,445,r
581,0,False,False,..\cropped_images\bochum_000000_013209_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013209_leftImg8bit.png,1796,1816,0,28,r
582,1,False,False,..\cropped_images\bochum_000000_013209_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013209_leftImg8bit.png,1220,1240,376,410,r
583,2,False,False,..\cropped_images\bochum_000000_013209_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013209_leftImg8bit.png,1734,1761,0,16,g
584,0,False,False,..\cropped_images\bochum_000000_013705_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1232,1252,0,28,r
585,1,False,False,..\cropped_images\bochum_000000_013705_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1294,1314,0,28,r
586,2,False,False,..\cropped_images\bochum_000000_013705_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1376,1396,0,28,r
587,3,False,False,..\cropped_images\bochum_000000_013705_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1490,1510,0,28,r
588,4,False,False,..\cropped_images\bochum_000000_013705_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1442,1462,0,30,r
589,5,False,False,..\cropped_images\bochum_000000_013705_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1568,1588,0,30,r
590,6,False,False,..\cropped_images\bochum_000000_013705_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1594,1614,0,30,r
591,7,False,False,..\cropped_images\bochum_000000_013705_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1860,1880,0,30,r
592,8,False,False,..\cropped_images\bochum_000000_013705_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,2032,2048,0,30,r
593,9,False,False,..\cropped_images\bochum_000000_013705_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1800,1820,158,192,r
594,10,True,False,..\cropped_images\bochum_000000_013705_rT_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1538,1558,282,316,r
595,11,False,False,..\cropped_images\bochum_000000_013705_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,762,782,290,324,r
596,12,True,False,..\cropped_images\bochum_000000_013705_rT_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1048,1068,304,338,r
597,13,True,False,..\cropped_images\bochum_000000_013705_rT_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,964,984,310,344,r
598,14,False,False,..\cropped_images\bochum_000000_013705_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,762,782,318,352,r
599,15,False,False,..\cropped_images\bochum_000000_013705_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1884,1904,326,360,r
600,16,False,False,..\cropped_images\bochum_000000_013705_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,296,316,330,364,r
601,17,False,False,..\cropped_images\bochum_000000_013705_rF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,328,348,330,364,r
602,18,False,False,..\cropped_images\bochum_000000_013705_rF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,766,786,358,392,r
603,19,False,False,..\cropped_images\bochum_000000_013705_rF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,162,182,404,438,r
604,20,False,False,..\cropped_images\bochum_000000_013705_gF_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1518,1545,0,16,g
605,21,False,False,..\cropped_images\bochum_000000_013705_gF_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1542,1569,0,16,g
606,22,False,False,..\cropped_images\bochum_000000_013705_gF_00022.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1584,1611,0,16,g
607,23,False,False,..\cropped_images\bochum_000000_013705_gF_00023.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,1990,2017,0,16,g
608,24,False,False,..\cropped_images\bochum_000000_013705_gF_00024.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,580,607,290,346,g
609,25,False,False,..\cropped_images\bochum_000000_013705_gF_00025.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_013705_leftImg8bit.png,438,465,346,402,g
